Date,Close/Last,Volume,Open,High,Low,Close,daily_return,daily_return_pct,MA_5,MA_20,MA_50,MA_200,log_ret_1,roc_5,roc_20,sma_20,sma_50,sma_100,rsi_14,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,KAMA,momentum_12_1,TP,MA_TP,MD,CCI,Williams_R,K,D,J,TR,ATR,log_return,HV_daily,HV_annual,excess_ret,Sharpe_Ratio,CAGR_Full,CAGR_252D,OBV,MFI,vol_6m,BB_mid,BB_upper,BB_lower,next_close,signal
30/12/2024,19.85,677,19.85,19.85,19.85,19.85,,,,19.85,19.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,19.8177,7674,19.87,21.0,19.8099,19.8177,-0.0016272040302268,,,19.83385,19.83385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2025,19.7474,8020,19.839,19.93,19.7474,19.7474,-0.0035473339489445,,,19.80503333333333,19.80503333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2025,20.2343,7692,20.5,20.5,19.9744,20.2343,0.0246564104641624,,,19.91235,19.91235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,19.6071,51717,19.3,19.73,19.25,19.6071,-0.010626863864121483,,,19.758266666666668,19.758266666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,20.209,358,20.21,20.35,20.209,20.209,0.030698063456604974,,,19.87095,19.87095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2025,20.505,9865,20.405,20.68,20.405,20.505,0.0133782735256469,,,20.03088,20.03088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2025,24.0761,11292,24.12,24.12,23.8,24.0761,0.1913553367311593,,,20.71198,20.71198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/2025,23.0894,4885,23.21,23.21,22.89,23.0894,-0.0409825511606946,,,21.108216666666667,21.108216666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2025,26.4692,9273,26.03,26.471,25.961,26.4692,0.14637885783086602,,,21.87407142857143,21.87407142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2025,24.8302,3802,24.87,24.88,24.8302,24.8302,-0.0619210251915433,,,22.2435875,22.2435875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2025,20.0779,5130,20.5,20.5,19.8,20.0779,-0.19139193401583565,,,22.002955555555555,22.002955555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2025,20.2109,4464,20.2,20.249,20.2,20.2109,0.006624198745884824,,,21.82375,21.82375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
