Date,Close/Last,Volume,Open,High,Low,Close,daily_return,daily_return_pct,MA_5,MA_20,MA_50,MA_200,log_ret_1,roc_5,roc_20,sma_20,sma_50,sma_100,rsi_14,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,KAMA,momentum_12_1,TP,MA_TP,MD,CCI,Williams_R,K,D,J,TR,ATR,log_return,HV_daily,HV_annual,excess_ret,Sharpe_Ratio,CAGR_Full,CAGR_252D,OBV,MFI,vol_6m,BB_mid,BB_upper,BB_lower,next_close,signal
26/09/2025,25.2108,32379,25.13,25.2293,24.9415,25.2108,,,25.2108,25.2108,25.2108,25.2108,,,,,,,,25.2108,25.2108,0.0,0.0,0.0,,,25.1272,,,,,50.0,50.0,50.0,0.28779999999999717,,,,,,,,,0.0,,,,,,25.73,1
29/09/2025,25.73,61959,25.85,25.9,25.61,25.73,0.02059434845383734,2.059434845383734,25.470399999999998,25.470399999999998,25.470399999999998,25.470399999999998,0.02038515215820791,,,,,,,25.290676923076923,25.249259259259258,0.041417663817664874,0.008283532763532974,0.0331341310541319,,,25.746666666666666,,,,,50.0,50.0,50.0,0.6891999999999996,,0.020385152158207902,,,0.020477044740002892,,10.963881969669755,,61959.0,,,,,,26.1333,1
30/09/2025,26.1333,151544,26.01,26.135,25.7486,26.1333,0.01567431014380083,1.567431014380083,25.691366666666667,25.691366666666667,25.691366666666667,25.691366666666667,0.015552736883582163,,,,,,,25.42031124260355,25.31474375857339,0.10556748403016059,0.027740323016858498,0.07782716101330209,,,26.005633333333332,,,,,50.0,50.0,50.0,0.40500000000000114,,0.015552736883581946,,,0.01555700642996638,,25.617755500527995,,213503.0,,,,,,26.545,1
01/10/2025,26.545,69702,26.25,27.065,26.0,26.545,0.01575384662480439,1.575384662480439,25.904775,25.904775,25.904775,25.904775,0.01563104285839989,,,,,,,25.593340282203002,25.405873850530917,0.18746643167208532,0.059685544747903864,0.12778088692418146,,,26.536666666666665,,,,,50.0,50.0,50.0,1.0650000000000013,,0.0156310428583999,,,0.01563654291096994,,42.25489799083856,,283205.0,,,,,,26.93,1
02/10/2025,26.93,135259,27.17,27.17,26.5632,26.93,0.014503673008099405,1.4503673008099405,26.109820000000003,26.109820000000003,26.109820000000003,26.109820000000003,0.014399500787872554,,,,,,,25.798980238787156,25.51877208382492,0.28020815496223506,0.1037900667907701,0.17641808817146495,,,26.88773333333333,,,,,50.0,50.0,50.0,0.625,,0.014399500787872685,,,0.014386369294264956,,54.46922374819258,,418464.0,,,,,,27.2,1
03/10/2025,27.2,132618,27.35,27.41,26.9572,27.2,0.010025993316004511,1.0025993316004511,26.507659999999998,26.291516666666666,26.291516666666666,26.291516666666666,0.009976066478444068,0.07890269249686654,,,,,,26.01452174051221,25.643307485023076,0.3712142554891322,0.15727490453044254,0.21393935095868968,,,27.189066666666665,,,,,50.0,50.0,50.0,0.4800000000000004,,0.009976066478444148,,,0.009908689602170062,,51.59786209661762,,551082.0,,,,,,27.6826,1
06/10/2025,27.6826,127113,27.61,27.74,27.4497,27.6826,0.017742647058823557,1.7742647058823557,26.898180000000004,26.490242857142857,26.490242857142857,26.490242857142857,0.01758708367214945,0.07588806840264284,,,,,,26.27114916504879,25.794366189836182,0.4767829752126076,0.22117651866687557,0.255606456545732,,,27.6241,,,,,50.0,50.0,50.0,0.5399999999999991,,0.017587083672149416,,,0.01762534334498911,,29.454722217967316,,678195.0,,,,,,27.64,0
07/10/2025,27.64,86330,27.74,27.79,27.2201,27.64,-0.0015388727937404312,-0.15388727937404312,27.19952,26.6339625,26.6339625,26.6339625,-0.001540058074631645,0.057654410273482615,,,,,,26.48174160119513,25.931079805403876,0.5506617957912532,0.2870735740917511,0.2635882216995021,,,27.55003333333333,,,,,50.0,50.0,50.0,0.5699000000000005,,-0.0015400580746318332,,,-0.0016561765075748802,,20.211357417331605,,591865.0,,,,,,28.02,1
08/10/2025,28.02,77362,28.0,28.0594,27.87,28.02,0.01374819102749636,1.374819102749636,27.49452,26.787966666666666,26.787966666666666,26.787966666666666,0.013654542009391868,0.055566019966095226,,,,,,26.7183967394728,26.08581463463322,0.6325821048395817,0.3561752802413173,0.2764068245982644,,,27.98313333333333,,,,,50.0,50.0,50.0,0.41939999999999955,,0.013654542009391774,,,0.01363088731366191,,23.91829212886161,,669227.0,,,,,,27.4383,0
09/10/2025,27.4383,58031,28.01,28.18,27.41,27.4383,-0.020760171306209774,-2.0760171306209774,27.596180000000004,26.852999999999998,26.852999999999998,26.852999999999998,-0.0209786933231344,0.018874860750092814,,,,,,26.829151087246217,26.185998735771502,0.6431523514747148,0.41357069448799677,0.22958165698671806,26.853,,27.6761,,,,,57.046692607003905,52.34889753566796,66.4422827496758,0.7699999999999996,,-0.020978693323134297,,,-0.020877475020044223,,9.792242081341604,,611196.0,,,,,,26.51,0
